# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
asRNA:CR45807	FBgn0267457	FBtr0346828	lincRNA	0	0	0	46	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0
asRNA:CR45812	FBgn0267462	FBtr0346833	lincRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
asRNA:CR45813	FBgn0267463	FBtr0346835	lincRNA	0	0	0	13	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	1
asRNA:CR45814	FBgn0267464	FBtr0346836	lincRNA	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
asRNA:CR45815	FBgn0267465	FBtr0346837	lincRNA	0	0	0	51	0	0	0	14	0	0	0	8	0	0	0	0	0	0	0	0	29
asRNA:CR45815	FBgn0267465	FBtr0346838	lincRNA	1	0	0	50	0	0	0	14	0	3	0	32	0	1	0	0	0	0	0	0	2
asRNA:CR45818	FBgn0267468	FBtr0347407	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR45822	FBgn0267472	FBtr0346843	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
asRNA:CR45822	FBgn0267472	FBtr0346844	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
asRNA:CR45827	FBgn0267477	FBtr0346849	lincRNA	0	0	0	15	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	5
asRNA:CR45828	FBgn0267478	FBtr0346850	lincRNA	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10
asRNA:CR45829	FBgn0267479	FBtr0346851	lincRNA	0	0	0	12	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4
asRNA:CR45830	FBgn0267480	FBtr0346852	lincRNA	0	0	0	101	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	26
asRNA:CR45831	FBgn0267481	FBtr0346853	lincRNA	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR45832	FBgn0267482	FBtr0346854	lincRNA	0	0	0	76	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	64
asRNA:CR45834	FBgn0267484	FBtr0346858	lincRNA	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR45835	FBgn0267485	FBtr0346857	lincRNA	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
asRNA:CR45865	FBgn0267525	FBtr0346913	lincRNA	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR45867	FBgn0267527	FBtr0346915	lincRNA	0	0	0	73	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	24
asRNA:CR45868	FBgn0267528	FBtr0346916	lincRNA	0	0	0	116	0	0	0	81	0	0	0	9	0	0	0	0	0	0	0	0	26
asRNA:CR45869	FBgn0267529	FBtr0346917	lincRNA	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR45870	FBgn0267530	FBtr0346918	lincRNA	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR45871	FBgn0267531	FBtr0346919	lincRNA	0	0	0	60	0	0	0	32	0	0	0	12	0	0	0	0	0	0	0	0	16
asRNA:CR45872	FBgn0267532	FBtr0346940	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR45873	FBgn0267533	FBtr0346920	lincRNA	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4
asRNA:CR45874	FBgn0267534	FBtr0346921	lincRNA	0	0	0	42	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	36
asRNA:CR45875	FBgn0267535	FBtr0346922	lincRNA	0	0	0	16	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9
asRNA:CR45882	FBgn0267542	FBtr0346937	lincRNA	0	0	0	84	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	43
asRNA:CR45885	FBgn0267545	FBtr0346934	lincRNA	0	0	0	26	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	7
asRNA:CR45886	FBgn0267546	FBtr0346933	lincRNA	0	0	0	70	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	6
asRNA:CR45889	FBgn0267549	FBtr0346930	lincRNA	0	0	0	17	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	6
asRNA:CR45890	FBgn0267550	FBtr0346929	lincRNA	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20
asRNA:CR45891	FBgn0267551	FBtr0346928	lincRNA	0	0	0	31	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	21
asRNA:CR45892	FBgn0267552	FBtr0346927	lincRNA	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR45894	FBgn0267554	FBtr0346925	lincRNA	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR45896	FBgn0267556	FBtr0346947	lincRNA	0	0	0	89	0	0	0	80	0	0	0	3	0	0	0	0	0	0	0	0	6
asRNA:CR45907	FBgn0267567	FBtr0346978	lincRNA	0	0	0	15	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	4
asRNA:CR45909	FBgn0267569	FBtr0346980	lincRNA	0	0	0	29	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	14
asRNA:CR45912	FBgn0267572	FBtr0346984	lincRNA	0	0	0	78	0	0	0	18	0	0	0	45	0	0	0	0	0	0	0	0	15
asRNA:CR45912	FBgn0267572	FBtr0346985	lincRNA	0	0	0	78	0	0	0	18	0	0	0	45	0	0	0	0	0	0	0	0	15
asRNA:CR45912	FBgn0267572	FBtr0346986	lincRNA	0	0	0	78	0	0	0	18	0	0	0	45	0	0	0	0	0	0	0	0	15
asRNA:CR45924	FBgn0267586	FBtr0347017	lincRNA	0	0	0	26	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	17
asRNA:CR45925	FBgn0267587	FBtr0347018	lincRNA	0	0	0	58	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	38
asRNA:CR45926	FBgn0267588	FBtr0347019	lincRNA	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR45926	FBgn0267588	FBtr0347020	lincRNA	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR45927	FBgn0267589	FBtr0347021	lincRNA	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
asRNA:CR45943	FBgn0267605	FBtr0347051	lincRNA	0	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3
asRNA:CR45944	FBgn0267606	FBtr0347052	lincRNA	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
asRNA:CR45951	FBgn0267613	FBtr0347054	lincRNA	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
asRNA:CR45952	FBgn0267614	FBtr0347571	lincRNA	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR45955	FBgn0267617	FBtr0347058	lincRNA	0	0	0	12	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	7
asRNA:CR45960	FBgn0267622	FBtr0347073	lincRNA	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
asRNA:CR45970	FBgn0267632	FBtr0347086	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
asRNA:CR45974	FBgn0267636	FBtr0347091	lincRNA	0	0	0	177	0	0	0	121	0	0	0	12	0	0	0	0	0	0	0	0	44
asRNA:CR45995	FBgn0267657	FBtr0347114	lincRNA	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
asRNA:CR45999	FBgn0267661	FBtr0347124	lincRNA	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12
asRNA:CR45999	FBgn0267661	FBtr0347125	lincRNA	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12
asRNA:CR46018	FBgn0267682	FBtr0347172	lincRNA	0	0	0	10	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	2
asRNA:CR46020	FBgn0267684	FBtr0347174	lincRNA	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
asRNA:CR46029	FBgn0267693	FBtr0347203	lincRNA	0	0	0	30	0	0	0	19	0	0	0	8	0	0	0	0	0	0	0	0	3
asRNA:CR46033	FBgn0267697	FBtr0347207	lincRNA	0	0	0	39	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	29
asRNA:CR46034	FBgn0267701	FBtr0347242	lincRNA	0	0	0	25	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	10
asRNA:CR46038	FBgn0267705	FBtr0347272	lincRNA	0	0	0	47	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	19
asRNA:CR46044	FBgn0267711	FBtr0347251	lincRNA	0	0	0	12	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	4
asRNA:CR46045	FBgn0267712	FBtr0347252	lincRNA	0	0	0	11	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR46047	FBgn0267714	FBtr0347229	lincRNA	0	0	0	19	0	0	0	11	0	0	0	7	0	0	0	0	0	0	0	0	1
asRNA:CR46048	FBgn0267715	FBtr0347254	lincRNA	0	0	0	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR46049	FBgn0267716	FBtr0347255	lincRNA	0	0	0	60	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	45
asRNA:CR46050	FBgn0267717	FBtr0347256	lincRNA	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
asRNA:CR46054	FBgn0267721	FBtr0347261	lincRNA	0	0	0	63	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	39
asRNA:CR46055	FBgn0267722	FBtr0347262	lincRNA	0	0	0	44	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	33
asRNA:CR46058	FBgn0267725	FBtr0347273	lincRNA	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
asRNA:CR46066	FBgn0267735	FBtr0347295	lincRNA	0	0	0	5	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1
asRNA:CR46067	FBgn0267736	FBtr0347296	lincRNA	0	0	0	69	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	51
asRNA:CR46068	FBgn0267737	FBtr0347297	lincRNA	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
asRNA:CR46069	FBgn0267738	FBtr0347298	lincRNA	0	0	0	89	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	66
asRNA:CR46070	FBgn0267739	FBtr0347299	lincRNA	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR46071	FBgn0267740	FBtr0347300	lincRNA	0	0	0	8	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1
asRNA:CR46074	FBgn0267743	FBtr0347303	lincRNA	0	0	0	22	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4
asRNA:CR46081	FBgn0267750	FBtr0347305	lincRNA	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24
asRNA:CR46082	FBgn0267751	FBtr0347306	lincRNA	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
asRNA:CR46089	FBgn0267758	FBtr0347322	lincRNA	0	0	0	26	0	0	0	7	0	0	0	19	0	0	0	0	0	0	0	0	0
asRNA:CR46091	FBgn0267760	FBtr0347324	lincRNA	0	0	0	35	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	11
asRNA:CR46092	FBgn0267761	FBtr0347325	lincRNA	0	0	0	18	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7
asRNA:CR46093	FBgn0267762	FBtr0347326	lincRNA	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
asRNA:CR46096	FBgn0267765	FBtr0347329	lincRNA	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19
asRNA:CR46099	FBgn0267768	FBtr0347332	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
asRNA:CR46101	FBgn0267770	FBtr0347334	lincRNA	0	0	0	75	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	19
asRNA:CR46104	FBgn0267773	FBtr0347337	lincRNA	0	0	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14
asRNA:CR46105	FBgn0267774	FBtr0347338	lincRNA	0	0	0	33	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	17
asRNA:CR46107	FBgn0267776	FBtr0347340	lincRNA	0	0	0	13	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	9
asRNA:CR46109	FBgn0267778	FBtr0347343	lincRNA	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR46128	FBgn0267803	FBtr0347372	lincRNA	0	0	0	21	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	5
asRNA:CR46128	FBgn0267803	FBtr0347373	lincRNA	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR46129	FBgn0267804	FBtr0347374	lincRNA	0	0	0	16	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	5
asRNA:CR46133	FBgn0267808	FBtr0347378	lincRNA	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
asRNA:CR46134	FBgn0267809	FBtr0347379	lincRNA	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
asRNA:CR46135	FBgn0267810	FBtr0347380	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR46136	FBgn0267811	FBtr0347381	lincRNA	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR46137	FBgn0267812	FBtr0347382	lincRNA	0	0	0	6	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1
asRNA:CR46138	FBgn0267813	FBtr0347383	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
asRNA:CR46139	FBgn0267814	FBtr0347384	lincRNA	0	0	0	15	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	2
asRNA:CR46140	FBgn0267815	FBtr0347385	lincRNA	0	0	0	18	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	15
asRNA:CR46144	FBgn0267819	FBtr0347390	lincRNA	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
asRNA:CR46144	FBgn0267819	FBtr0347391	lincRNA	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
asRNA:CR46145	FBgn0267820	FBtr0347392	lincRNA	0	0	0	33	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	27
asRNA:CR46195	FBgn0267914	FBtr0347472	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR46246	FBgn0267966	FBtr0347544	lincRNA	0	0	0	29	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	10
asRNA:CR46251	FBgn0267984	FBtr0347581	lincRNA	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
asRNA:CR46255	FBgn0267988	FBtr0347586	lincRNA	0	0	0	9	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	2
asRNA:CR46256	FBgn0267989	FBtr0347587	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
asRNA:CR46261	FBgn0267994	FBtr0347593	lincRNA	0	0	0	43	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	41
asRNA:CR46262	FBgn0267995	FBtr0347594	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
asRNA:CR46263	FBgn0267996	FBtr0347595	lincRNA	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5
asRNA:CR46264	FBgn0275432	FBtr0392913	lincRNA	0	0	0	51	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	10
asRNA:CR46266	FBgn0275434	FBtr0392915	lincRNA	0	0	0	49	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	41
asRNA:CR46266	FBgn0275434	FBtr0392916	lincRNA	0	0	0	63	0	0	0	17	0	0	0	5	0	0	0	0	0	0	0	0	41
asRNA:CR46269	FBgn0278599	FBtr0415461	lincRNA	0	0	0	15	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6
asRNA:CR46354	FBgn0286034	FBtr0473378	lincRNA	0	1	0	105	0	0	0	25	0	6	0	18	0	0	1	0	0	0	0	0	57
asRNA:Eig63F-2	FBgn0004911	FBtr0073162	lincRNA	0	0	0	70	0	0	0	36	0	0	0	5	0	0	0	0	0	0	0	0	29
asRNA:TS15	FBgn0266027	FBtr0343240	lincRNA	0	0	0	116	0	0	0	79	0	0	0	20	0	0	0	0	0	0	0	0	17
ase	FBgn0000137	FBtr0070075	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
asf1	FBgn0029094	FBtr0074947	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
asf1	FBgn0029094	FBtr0302381	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ash1	FBgn0005386	FBtr0306009	protein_coding	0	0	1	5	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0
ash1	FBgn0005386	FBtr0306010	protein_coding	0	0	1	5	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0
ash2	FBgn0000139	FBtr0084659	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ash2	FBgn0000139	FBtr0084660	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ash2	FBgn0000139	FBtr0306171	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
asl	FBgn0261004	FBtr0078743	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
asp	FBgn0000140	FBtr0084692	protein_coding	0	0	0	24	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	2
asrij	FBgn0034793	FBtr0071902	protein_coding	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
asrij	FBgn0034793	FBtr0332909	protein_coding	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
ast	FBgn0015905	FBtr0077952	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
asun	FBgn0020407	FBtr0083259	protein_coding	0	2	2	23	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	2	18
atilla	FBgn0032422	FBtr0273342	protein_coding	1	1	1	134	0	0	6	65	0	19	1	0	0	0	1	0	1	0	0	1	44
atilla	FBgn0032422	FBtr0331999	protein_coding	1	1	1	134	0	0	6	65	0	19	1	0	0	0	1	0	1	0	0	1	44
atk	FBgn0036995	FBtr0078223	protein_coding	0	0	0	14	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	1
atk	FBgn0036995	FBtr0331569	protein_coding	0	0	0	14	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2
atk	FBgn0036995	FBtr0331570	protein_coding	0	0	0	14	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0
atl	FBgn0039213	FBtr0084656	protein_coding	0	0	0	37	2	0	0	12	0	16	0	0	0	0	0	0	0	0	0	0	7
atl	FBgn0039213	FBtr0084657	protein_coding	0	0	0	30	2	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	5
atl	FBgn0039213	FBtr0345218	protein_coding	0	0	0	30	2	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	14
atms	FBgn0010750	FBtr0078868	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
atms	FBgn0010750	FBtr0334899	protein_coding	0	0	1	30	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	23
ato	FBgn0010433	FBtr0081828	protein_coding	0	0	0	29	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	18
att-ORFB	FBgn0067782	FBtr0090034	protein_coding	0	0	0	18	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
aub	FBgn0000146	FBtr0080165	protein_coding	0	4	1	14	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	4	11
aub	FBgn0000146	FBtr0112793	protein_coding	0	3	1	15	0	0	1	2	0	1	1	0	0	0	1	0	0	0	0	3	11
aurA	FBgn0000147	FBtr0082483	protein_coding	0	0	0	10	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0
aurB	FBgn0024227	FBtr0080180	protein_coding	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
aust	FBgn0032104	FBtr0079819	protein_coding	0	0	0	13	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10
aust	FBgn0032104	FBtr0343928	protein_coding	0	0	0	13	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10
aux	FBgn0037218	FBtr0078965	protein_coding	0	0	0	12	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0
aux	FBgn0037218	FBtr0078966	protein_coding	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
aux	FBgn0037218	FBtr0336705	protein_coding	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
aux	FBgn0037218	FBtr0336706	protein_coding	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
ave	FBgn0050476	FBtr0087439	protein_coding	0	0	0	124	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	106
awd	FBgn0000150	FBtr0339146	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
awd	FBgn0000150	FBtr0346150	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
awd	FBgn0000150	FBtr0346611	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
axed	FBgn0035708	FBtr0076978	protein_coding	0	0	0	158	11	0	0	69	0	60	0	0	0	0	0	0	0	0	0	0	18
axed	FBgn0035708	FBtr0076980	protein_coding	0	0	0	122	5	0	0	57	0	24	0	0	0	0	0	0	0	0	0	0	36
axed	FBgn0035708	FBtr0076981	protein_coding	0	3	0	140	5	2	3	57	0	57	0	0	0	0	1	0	0	0	0	0	18
axed	FBgn0035708	FBtr0330184	protein_coding	0	0	0	122	5	0	0	57	0	24	0	0	0	0	0	0	0	0	0	0	36
axed	FBgn0035708	FBtr0474136	protein_coding	0	2	3	153	6	0	0	69	0	60	3	0	0	0	0	0	0	0	0	2	18
axo	FBgn0262870	FBtr0302646	protein_coding	1	20	7	449	0	0	0	73	0	299	7	0	0	0	2	0	1	0	0	18	79
axo	FBgn0262870	FBtr0306206	protein_coding	1	19	8	527	9	0	0	35	0	406	8	0	0	0	2	0	1	0	0	17	79
axo	FBgn0262870	FBtr0306207	protein_coding	1	23	8	372	17	0	0	67	0	211	8	0	0	0	2	0	1	0	0	21	79
axo	FBgn0262870	FBtr0333591	protein_coding	1	20	7	487	0	0	1	73	0	403	7	0	0	0	2	0	1	0	0	18	12
axo	FBgn0262870	FBtr0333592	protein_coding	1	19	8	565	9	0	1	35	0	510	8	0	0	0	2	0	1	0	0	17	12
axo	FBgn0262870	FBtr0333593	protein_coding	1	23	8	410	17	0	1	67	0	315	8	0	0	0	2	0	1	0	0	21	12
axo	FBgn0262870	FBtr0333594	protein_coding	1	19	7	566	10	0	1	35	0	510	7	0	0	0	2	0	1	0	0	17	12
az2	FBgn0025185	FBtr0088980	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
azot	FBgn0033238	FBtr0088853	protein_coding	0	0	0	26	14	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4
b	FBgn0000153	FBtr0080542	protein_coding	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
b	FBgn0000153	FBtr0309960	protein_coding	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
b	FBgn0000153	FBtr0342712	protein_coding	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
bab1	FBgn0004870	FBtr0072642	protein_coding	0	0	0	622	0	0	0	10	0	559	0	0	0	0	0	0	0	0	0	0	53
bab1	FBgn0004870	FBtr0333268	protein_coding	0	0	0	622	0	0	0	10	0	559	0	0	0	0	0	0	0	0	0	0	53
bab1	FBgn0004870	FBtr0333269	protein_coding	0	0	0	622	0	0	0	10	0	559	0	0	0	0	0	0	0	0	0	0	53
bab1	FBgn0004870	FBtr0333270	protein_coding	0	0	0	622	0	0	0	10	0	559	0	0	0	0	0	0	0	0	0	0	53
bab2	FBgn0025525	FBtr0072639	protein_coding	0	2	0	190	0	1	5	45	0	108	0	0	0	0	1	0	0	0	0	0	32
bab2	FBgn0025525	FBtr0333271	protein_coding	0	2	0	190	0	1	5	45	0	108	0	0	0	0	1	0	0	0	0	0	32
babo	FBgn0011300	FBtr0088658	protein_coding	0	0	2	40	6	0	0	1	0	14	2	0	0	0	0	0	0	0	0	0	19
babo	FBgn0011300	FBtr0088659	protein_coding	0	0	2	40	6	0	0	1	0	14	2	0	0	0	0	0	0	0	0	0	19
babo	FBgn0011300	FBtr0300599	protein_coding	0	0	2	40	6	0	0	1	0	14	2	0	0	0	0	0	0	0	0	0	19
babos	FBgn0034724	FBtr0071845	protein_coding	0	4	0	225	3	2	8	24	0	117	0	0	0	0	2	0	0	0	0	1	74
babos	FBgn0034724	FBtr0339539	protein_coding	0	4	0	232	3	2	8	31	0	117	0	0	0	0	2	0	0	0	0	1	74
baf	FBgn0031977	FBtr0079535	protein_coding	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2
